ticker,company,score,tier,avg_dollar_vol_20d,price,vsSMA50,vsSMA200,RSI14,ATR%,r60,vol_vs20,drawdown%,tags,reason
SION,Sionna Therapeutics,14.365200191433416,25.13,31.46,nan,93,6.19,73.55,-7.08,-0.36,small,4722052.49,RS_trend_protect;overheat_L1;probe_ok_L1,below_cutoff
ELME,Elme Communities,14.36247664811953,17.11,5.42,7.81,72,1.1,8.54,-46.04,-2.14,small,26015413.73,breakout_protect,below_cutoff
VICR,Vicor,14.339660913411162,51.32,9.56,3.85,68,3.27,16.93,-34.35,-20.69,small,20449480.28,pullback_protect;stall_risk,below_cutoff
GD,General Dynamics,14.324640426367644,325.46,6.86,17.94,76,0.95,18.51,-9.0,0.0,large,302899104.85,breakout_protect,below_cutoff
SCSC,ScanSource,14.323775786425673,44.69,7.46,7.21,63,4.3,8.03,25.59,-15.85,small,14636198.0,pullback_protect,below_cutoff
VICI,VICI Properties,14.310407856470967,33.75,2.43,8.63,63,1.04,7.78,8.47,-0.53,large,271330256.25,pullback_protect,below_cutoff
LEN,Lennar (Class A),14.307844498916111,133.33,13.5,8.15,72,2.83,25.56,-15.77,-27.32,large,414098986.29,RS_trend_protect,below_cutoff
SHIM,Shimmick,14.295266429645338,3.29,57.3,59.11,91,9.23,119.33,10.78,-1.5,small,223341.65,RS_trend_protect;overheat_L3;probe_ok_L3,below_cutoff
HTGC,Hercules Capital,14.291772395874684,19.4,4.44,7.03,65,1.17,12.19,-38.54,-5.08,small,21755256.57,pullback_protect;stall_risk,below_cutoff
FNB,FNB Corp,14.282297062469354,16.79,9.03,14.71,85,1.9,20.97,2.95,-0.55,small,126727065.21,RS_trend_protect;breakout_protect,below_cutoff
MRAAY,Murata Manufacturing,14.277216483142963,8.22,8.37,5.94,60,2.28,14.48,-5.41,-19.4,small,2561763.08,pullback_protect;stall_risk;setup_protect,below_cutoff
MPC,Marathon Petroleum,14.272005594759408,177.89,5.14,17.23,85,1.97,10.44,0.14,-1.85,large,323400461.09,breakout_protect,below_cutoff
HZO,MarineMax,14.251394098440118,27.94,10.71,8.62,76,4.0,28.17,-19.34,-22.86,small,8961336.07,RS_trend_protect,below_cutoff
RSI.TO,Rogers Sugar,14.225954541679984,6.33,9.11,13.54,82,1.77,13.45,-38.71,-1.4,small,2423978.52,,below_cutoff
MGRC,McGrath RentCorp,14.195725914678004,125.02,5.19,8.21,66,2.28,7.95,-26.12,-2.21,small,14858001.5,breakout_protect;pullback_protect;stall_risk,below_cutoff
DERM,Journey Medical,14.180234625097905,7.48,3.85,23.39,53,5.97,3.89,-29.7,-12.41,small,1475804.0,setup_protect,below_cutoff
SNPS,Synopsys,14.158391764866417,603.17,4.67,18.19,40,2.0,29.36,-13.78,-6.54,large,640913344.59,RS_trend_protect,below_cutoff
DNOW,DNOW,14.148971490398106,15.95,7.03,6.59,65,2.66,8.28,-44.29,-9.32,small,20209686.51,breakout_protect;pullback_protect;stall_risk,below_cutoff
DIE.BR,D'ieteren,14.131188078400855,188.2,3.89,9.45,71,1.26,4.74,-21.83,-15.98,small,5970155.58,,below_cutoff
INN,Summit Hotel Properties,14.122127575641079,5.51,5.66,1.72,59,3.48,27.95,-19.89,-18.26,small,4983244.21,RS_trend_protect;pullback_protect;setup_protect,below_cutoff
WD,Walker & Dunlop,14.122042447771223,86.87,14.48,4.25,66,2.62,28.62,-23.35,-22.95,small,24151598.16,RS_trend_protect;breakout_protect;stall_risk,below_cutoff
OZK,Bank,14.117677267830818,53.14,7.13,15.19,79,2.1,18.97,50.62,0.0,small,49256793.93,breakout_protect,below_cutoff
CLH,Clean Harbors,14.103443657180062,245.61,4.36,7.86,54,1.74,8.41,-23.73,-6.75,small,88110131.62,pullback_protect;setup_protect,below_cutoff
BLFS,BioLife Solutions,14.094406777199357,25.43,12.98,4.55,76,4.71,18.94,-40.58,-10.74,small,15141912.23,,below_cutoff
STN.TO,Stantec,14.089993423067668,150.99,0.88,17.97,54,1.93,5.05,-40.9,-1.79,small,50766614.6,pullback_protect;setup_protect,below_cutoff
SNRBY,Sunrise Communications,14.064250979679233,5.54,10.88,nan,75,0.0,13.99,-100.0,0.0,small,201.66,breakout_protect;low_liquidity_today,below_cutoff
TM,Toyota Motor,14.061907568050726,196.74,8.51,8.95,74,0.83,2.79,-33.13,-2.3,small,71964542.91,,below_cutoff
FLS,Flowserve,14.054102909525728,54.86,3.85,2.73,64,1.92,9.03,-0.34,-14.57,small,85391785.35,pullback_protect,below_cutoff
GNL,Global Net Lease,14.046309025260374,7.77,5.87,8.6,59,2.07,3.9,-54.48,-1.43,small,12179591.52,stall_risk;setup_protect,below_cutoff
RMAX,RE/MAX,14.037240367087913,9.37,11.82,1.86,72,3.96,22.97,-25.48,-33.26,small,2744800.92,RS_trend_protect,below_cutoff
PPL,PPL,14.033830577197282,36.62,3.34,7.29,53,1.27,7.01,-49.51,-1.66,large,263120185.33,pullback_protect;setup_protect,below_cutoff
LADR,Ladder Capital,14.020419081702112,11.5,4.42,6.59,66,1.19,11.78,-42.21,-0.09,small,6447647.5,breakout_protect;pullback_protect;stall_risk,below_cutoff
KMTUY,Komatsu,14.016281487193638,33.65,1.51,13.77,57,2.28,10.98,-55.27,-8.88,small,2715555.12,pullback_protect;stall_risk;setup_protect,below_cutoff
EPRX.TO,Eupraxia Pharmaceuticals,14.008860956526554,7.15,-0.3,30.68,43,3.02,27.68,-25.35,-8.8,small,173351.75,RS_trend_protect,below_cutoff
AQST,Aquestive Therapeutics,14.006797953907697,3.85,0.35,13.27,47,6.44,21.07,59.6,-31.98,small,5604367.86,RS_trend_protect;pullback_protect,below_cutoff
HIG,Hartford Insurance Group,14.003531921529724,133.07,5.51,11.24,72,1.01,2.37,-14.51,-0.71,small,179043698.8,,below_cutoff
CATY,Cathay General Bancorp,13.992308273580356,50.42,7.51,10.51,81,2.07,16.58,-30.47,-4.31,small,18999767.91,breakout_protect,below_cutoff
EW,Edwards Lifesciences,13.956536373328936,80.9,3.79,9.48,67,1.58,4.09,-22.46,-1.14,large,315738952.96,stall_risk,below_cutoff
NTB,Bank of NT Butterfield & Son,13.942770210236382,45.3,1.46,14.8,58,1.57,6.33,-6.67,-2.18,small,8557169.86,pullback_protect;setup_protect,below_cutoff
GALP.LS,Galp Energia,13.941494415663657,16.42,2.64,9.12,62,1.36,14.08,-21.15,-11.16,small,20571021.43,pullback_protect;stall_risk;setup_protect,below_cutoff
MSB,Mesabi Trust,13.930693657004074,31.6,14.38,24.42,75,3.81,18.43,-52.36,-2.44,small,1578578.02,,below_cutoff
FDP,Fresh Del Monte Produce,13.92296558879813,36.53,5.43,12.95,56,2.35,5.16,-28.68,-6.6,small,12820933.67,pullback_protect;stall_risk;setup_protect,below_cutoff
ASB,Associated Banc-Corp,13.91614427724455,26.94,7.64,12.77,80,2.02,15.47,-20.33,-1.55,small,35078440.0,breakout_protect,below_cutoff
ECBK,ECB Bancorp,13.905516494578972,17.14,7.04,11.88,75,1.71,9.66,-9.68,-0.46,small,185968.99,,below_cutoff
OSIS,OSI Systems,13.902833590656225,230.38,3.07,14.72,56,3.32,4.16,-8.47,-3.63,small,50065030.76,stall_risk;setup_protect,below_cutoff
SIS.TO,Savaria,13.889790009190802,20.87,4.49,10.31,42,1.66,9.6,-33.9,-9.92,small,1730123.07,,below_cutoff
BG.VI,BAWAG,13.884000343368319,111.6,1.36,20.0,54,2.15,2.57,-23.49,-4.37,small,15536756.49,setup_protect,below_cutoff
BEPC.TO,Brookfield Renewable,13.85567267080896,47.12,0.88,14.24,49,1.75,12.49,-39.22,-7.04,small,11241418.15,pullback_protect;setup_protect,below_cutoff
RNG,RingCentral,13.846118374519792,30.72,9.78,1.99,57,3.99,14.84,85.54,-26.54,small,67939428.88,pullback_protect,below_cutoff
NFLX,Netflix,13.845043754102141,1223.5,-0.52,16.53,63,2.18,0.46,-41.06,-8.63,large,3448636627.5,,below_cutoff
NI,NiSource,13.834958029099093,42.44,3.4,10.06,51,1.32,8.35,-35.47,-2.05,small,163858076.1,pullback_protect;setup_protect,below_cutoff
LXEO,Lexeo Therapeutics,13.830113641865482,4.85,9.89,5.88,62,6.84,71.99,-40.35,-58.26,small,1602488.47,RS_trend_protect;stall_risk,below_cutoff
ACA,Arcosa,13.828198702098181,99.14,9.38,8.3,75,2.53,12.68,-29.03,-10.99,small,31418457.21,,below_cutoff
TIPT,Tiptree,13.82511808685093,23.57,6.68,8.9,73,3.84,3.8,28.33,-5.16,small,3131628.01,breakout_protect,below_cutoff
DUFRY,Avolta,13.800559780378231,5.64,3.98,22.48,62,1.11,5.03,-87.11,-3.18,small,1286568.57,pullback_protect;low_liquidity_today;stall_risk,below_cutoff
EMA.TO,Emera,13.799698730504522,65.46,3.54,13.46,45,1.27,6.36,-42.56,-2.31,small,72394176.79,pullback_protect;setup_protect,below_cutoff
TITN,Titan Machinery,13.797181018711282,21.01,6.13,20.56,69,3.15,11.87,122.69,-2.73,small,2736972.73,breakout_protect;pullback_protect,below_cutoff
AIM.TO,Aimia,13.789958388253654,3.1,2.96,15.51,48,2.58,9.15,16.6,-4.62,small,332598.99,pullback_protect;setup_protect,below_cutoff
FITB,Fifth Third Bancorp,13.785368589106385,45.51,7.6,11.03,78,1.69,18.07,3.48,-3.46,small,165821822.73,breakout_protect,below_cutoff
MELI,MercadoLibre,13.781536811172773,2413.43,0.2,11.91,59,2.53,-7.26,-41.78,-7.66,large,928929180.69,stall_risk;setup_protect,below_cutoff
NFG,National Fuel Gas,13.773762239008647,87.26,1.28,16.3,50,1.38,4.96,-17.41,-2.14,small,54508705.53,setup_protect,below_cutoff
SPOK,Spok,13.740173150426642,17.73,1.3,11.02,49,1.89,12.18,-33.65,-3.84,small,3164007.07,pullback_protect;setup_protect,below_cutoff
CVBF,CVB Financial,13.73753139602272,20.43,3.61,3.55,69,2.04,11.08,-27.12,-12.3,small,13013501.59,breakout_protect;pullback_protect;stall_risk,below_cutoff
AOMR,Angel Oak Mortgage,13.729050576683047,9.64,5.18,8.49,74,2.15,10.8,-12.44,-3.71,small,2156709.08,,below_cutoff
RIO,Rio Tinto,13.704300577480073,62.11,4.96,6.16,67,1.15,8.1,-39.09,-7.43,small,181432938.83,pullback_protect;stall_risk,below_cutoff
CARG,Cargurus,13.703913841170653,34.26,4.3,2.58,65,3.06,9.07,-27.04,-15.51,small,42764871.6,breakout_protect;pullback_protect;stall_risk,below_cutoff
SEM.LS,Semapa-Sociedade de Investimento e Gestao,13.692106184606024,17.86,2.89,15.06,53,1.48,5.34,-45.85,-2.08,small,549437.91,pullback_protect;setup_protect,below_cutoff
FANUY,FANUC,13.671692036861254,14.58,4.26,7.34,47,2.37,9.87,-16.06,-6.84,small,4535108.98,pullback_protect;setup_protect,below_cutoff
CJ.TO,Cardinal Energy,13.668131970294466,7.44,6.01,19.0,77,1.31,19.35,9.22,0.0,small,5020474.84,breakout_protect,below_cutoff
ATHM,Autohome,13.657905524261286,28.46,3.71,4.97,55,2.8,14.94,34.49,-13.57,small,8699367.92,pullback_protect;stall_risk;setup_protect,below_cutoff
SU.TO,Suncor Energy,13.652660338242358,56.56,5.17,8.1,74,1.43,12.94,33.47,-0.38,large,364688708.05,breakout_protect,below_cutoff
NGS,Natural Gas Services Group,13.645901423804602,26.03,4.09,6.99,62,4.12,5.57,-28.25,-10.94,small,1614510.79,pullback_protect;stall_risk;setup_protect,below_cutoff
PSTG,Pure Storage,13.639305545894716,60.86,7.14,8.72,59,2.87,10.92,216.45,-15.9,small,141172987.52,breakout_protect;pullback_protect,below_cutoff
AAOI,Applied Optoelectronics,13.63557313855765,24.05,-3.05,-0.06,54,10.05,43.5,-17.97,-45.38,small,136800604.41,,below_cutoff
TXN,Texas Instruments,13.627487009228636,205.47,2.53,10.25,84,2.02,10.04,-29.0,-6.46,large,1212278143.95,,below_cutoff
SYY,Sysco,13.626572484243313,80.3,2.56,8.07,50,1.6,9.82,1.35,-2.3,large,248275564.44,pullback_protect;setup_protect,below_cutoff
TFC,Truist Financial,13.626247116303155,46.78,7.13,11.05,80,1.74,19.52,27.05,0.0,large,314678058.49,breakout_protect,below_cutoff
TRV,Travelers Companies,13.622020139554245,272.21,3.26,6.35,62,1.44,-0.99,-34.35,-1.48,large,335029252.23,stall_risk;setup_protect,below_cutoff
BRSP,BrightSpire Capital,13.602445949505105,5.71,9.37,7.78,68,2.13,14.14,-27.92,-3.04,small,3845999.08,pullback_protect;stall_risk,below_cutoff
